Unnamed: 0,station_name,region,price,tel,region_id
1,서울특별시 서소문청사 수소충전소,서울,8800,7086481164,12
2,H광진 Moving Station,서울,8800,24635694,12
3,도봉수소충전소,서울,10500,29567001,12
4,서울특별시 상암수소스테이션 ,서울,8800,231510336,12
5,마곡 에코 수소충전소,서울,9900,260818883,12
6,E1 오곡 수소충전소,서울,11000,326849061,12
7,서울 강서 공영차고지 버스 수소충전소,서울,9600,0,12
8,H국회수소충전소,서울,9900,7088827742,12
9,서울특별시 양재그린카스테이션 ,서울,8800,25294250,12
10,H강동수소충전소,서울,11700,24265373,12
11,대도하이젠 영도 수소충전소,부산,12100,514045677,11
12,하이넷 해운대 수소충전소,부산,9900,7040775092,11
13,하이버스 부산장림 수소충전소,부산,12100,512667650,11
14,하이스원 금사회동 수소충전소,부산,12000,515223234,11
15,하이버스 부산노포 수소충전소,부산,12100,515087658,11
16,서부산NK수소충전소,부산,11000,517110580,11
17,서부산 강서 공영 수소버스충전소,부산,11550,519412223,11
18,H부산수소충전소,부산,12100,513172777,11
19,하이넷 부산정관 수소충전소,부산,9900,517277868,11
20,대진여객수소충전소,부산,12100,517232256,11
21,대구 혁신도시 수소충전소,대구,10900,7082873337,15
22,관음 복합 충전소,대구,10900,536061312,15
23,하이버스 대구검단 수소충전소,대구,12100,533847660,15
24,하이넷 대구성서 수소충전소,대구,9900,536061188,15
25,대구 주행시험장수소충전소,대구,9900,536707990,15
26,하이넷 인천공항T1 수소충전소,인천,9900,7043040786,5
27,하이넷 인천공항T2 수소충전소,인천,9900,7043043764,5
28,인천그린수소충전소,인천,9900,327526025,5
29,내트럭인천 수소충전소,인천,11550,322257861,5
30,하이버스 인천신흥 수소충전소,인천,11000,328865191,5
31,하이버스 인천송도 수소충전소,인천,11550,328327656,5
32,H인천수소충전소 에코스테이션,인천,11000,324469094,5
33,남동농협 수소충전소,인천,11000,324681868,5
34,태양수소충전소,인천,11000,325732222,5
35,하이넷 환경산업연구단지 수소충전소,인천,9900,7077271719,5
36,하이넷 인천연희 수소충전소,인천,9900,7040351560,5
37,인천 가좌 액화수소 자동차 충전소,인천,11550,325811153,5
38,(JNK)수도권매립지 수소충전소,인천,11550,325629304,5
39,인천 경서 액화수소 자동차 충전소,인천,11550,7050305297,5
40,하이버스 인천오류 수소충전소,인천,11000,325667661,5
41,광주 벽진 수소충전소,광주,9900,629609578,14
42,광주 임암수소충전소,광주,9900,629609579,14
43,광주 월출 수소충전소,광주,9900,629609577,14
44,장등 수소 버스전용 충전소,광주,9900,0,14
45,광주 진곡수소충전소,광주,9900,629609580,14
46,광주 동곡수소충전소,광주,9900,629419534,14
47,E1 광주 오렌지 수소충전소,광주,9900,629449500,14
48,대전 대성 중도가스 충전소,대전,9600,422822313,13
49,낭월 수소충전소,대전,9600,422869890,13
50,하이넷 대전삼정 수소충전소,대전,9900,422714451,13
51,하이넷 대전중촌 수소충전소,대전,9900,422578898,13
52,대전 학하수소충전소,대전,9600,427167362,13
53,하이넷 자운대 수소충전소,대전,9900,7041444833,13
54,린데수소충전소/대전유성수소충전소,대전,9900,7077778642,13
55,하이넷 신탄진휴게소(서울방향) 수소충전소,대전,9900,7077802046,13
56,신대 수소충전소,대전,9600,427164015,13
57,옥동 수소복합충전소,울산,9900,522655540,8
58,울산 투게더수소충전소,울산,9900,527005859,8
59,에어프로덕츠 울산 수소충전소,울산,8500,522594090,8
60,울산상개 SK수소충전소,울산,9000,529988488,8
61,태화강역 수소충전소,울산,9500,527009080,8
62,경동 수소복합충전소,울산,9900,522880610,8
63,경수소충전소,울산,9900,522013000,8
64,코하이젠 울산명촌 수소충전소,울산,10700,527003155,8
65,신일복합충전소,울산,9500,522251500,8
66,그린복합충전소,울산,9700,522399600,8
67,언양휴게소(서울방향) 수소충전소,울산,10000,522636146,8
68,울산 덕하복합충전소,울산,9800,529115442,8
69,언양 복합충전소,울산,10900,522543100,8
70,하이넷 세종청사 수소충전소,세종,9900,449055100,16
71,하이넷 세종대평 수소충전소,세종,9900,7041967002,16
72,코하이젠 세종대평 수소충전소,세종,11080,448633155,16
73,하이넷 수원영통 수소충전소,경기,9900,7050144853,1
74,하이버스 성남사송 수소충전소,경기,11000,317591278,1
75,성남시 수소충전소,경기,11000,317557600,1
76,부천 춘의 수소충전소,경기,9900,323400936,1
77,하이넷 광명소하 수소충전소,경기,9900,7077702552,1
78,하이넷 평택팽성 수소충전소,경기,9900,316563543,1
79,평택 블루에너지 수소충전소,경기,9900,50714919999,1
80,평화 수소충전소,경기,9900,316830116,1
81,평택 월곡 수소충전소,경기,9900,316919385,1
82,평택복합휴게소 수소충전소 에이치케이하이웨이,경기,10000,7042769966,1
83,평택항 수소교통복합기지,경기,9900,316868621,1
84,하이버스 평택모곡 수소충전소,경기,11000,316639497,1
85,하이넷 동안산사사 수소충전소,경기,9900,7077061412,1
86,코하이젠 안산본오 수소충전소,경기,11900,314083155,1
87,안산 수소e로움 충전소,경기,9900,314927047,1
88,안산수소교통복합기지,경기,10500,314914101,1
89,한강H2복합충전소,경기,11000,231597120,1
90,E1 원당 수소충전소,경기,11000,319680343,1
91,E1 고양 수소버스 충전소,경기,12650,319671988,1
92,하이버스 고양대화 수소충전소,경기,11000,312590073,1
93,E1 과천 수소충전소,경기,11000,234187100,1
94,하이넷 구리토평 수소충전소,경기,9900,7077307938,1
95,하이넷 의왕왕곡 수소충전소,경기,9900,314585201,1
96,H하남드림휴게소(양방향) 수소충전소,경기,10620,317935800,1
97,하이넷 에버랜드 수소충전소,경기,9900,7043045065,1
98,기흥휴게소(부산방향) 수소충전소,경기,10400,7077775557,1
99,코하이젠 파주봉서 수소충전소,경기,12300,319543155,1
100,덕평휴게소(강릉방향) SK에너지 수소충전소,경기,10950,316388114,1
101,하이버스 이천대흥 수소충전소,경기,11000,316347652,1
102,H안성휴게소(서울방향) 수소충전소,경기,10620,316644096,1
103,안성휴게소(부산방향) 수소충전소,경기,10100,7041558348,1
104,안성시 수소충전소,경기,9900,316715800,1
105,안성맞춤휴게소(제천방향) 수소충전소,경기,9700,316736986,1
106,하이넷 김포걸포 수소충전소,경기,9900,7077720062,1
107,하이넷 화성동탄 수소충전소,경기,9900,3180437800,1
108,하이넷 화성시청 충전소,경기,9900,7041754420,1
109,화성 향남(종합경기타운 내) 수소충전소,경기,9900,313598475,1
110,린데수소충전소/화성휴게소(목포방향),경기,9900,7040661088,1
111,화성송산 수소충전소,경기,10500,313567331,1
112,하이넷 화성비봉 수소충전소,경기,9900,7041195462,1
113,코하이젠 회천농협 수소충전소,경기,12300,318643155,1
114,여주휴게소(강릉방향) 수소충전소,경기,10620,318816132,1
115,문의 수소충전소,충북,9900,432923733,3
116,성일 수소충전소,충북,9900,432669643,3
117,가로수 수소충전소,충북,9900,432315177,3
118,청주휴게소(서울방향) 수소충전소,충북,9700,432318833,3
119,하이버스 청주송절 수소충전소,충북,11000,432647651,3
120,충북 청주 도원수소충전소,충북,9900,432147790,3
121,충북 청주 수소충전소(관문),충북,9900,432116604,3
122,충주 연수 수소충전소,충북,9900,437242430,3
123,충주바이오그린수소충전소,충북,9500,438455937,3
124,충주시 수소 버스 충전소,충북,9900,438558236,3
125,하이넷 충주휴게소 수소충전소,충북,9900,438577371,3
126,제천 삼보수소충전소,충북,9900,436535987,3
127,하이넷 속리산휴게소(청주방향) 수소충전소,충북,9900,435446311,3
128,보은군 현대수소충전소,충북,9900,435425102,3
129,영동수소충전소,충북,9900,437441550,3
130,하이버스 영동계산 수소충전소,충북,11000,437447655,3
131,진천IC 수소충전소,충북,9900,435361235,3
132,개미 수소충전소,충북,9900,438326939,3
133,음성 삼한수소충전소,충북,9800,438785149,3
134,음성 휴게소(남이방향) 수소충전소,충북,11000,438785039,3
135,린데 수소충전소/음성휴게소(하남방향),충북,9900,7040663352,3
136,하이넷 음성맹동 수소충전소,충북,9900,7077715900,3
137,린데망향수소충전소/망향휴게소(부산방향),충남,9900,7040666558,9
138,천안시 수소충전소,충남,9900,415234839,9
139,린데 수소충전소/입장휴게소(서울방향),충남,9900,7040660205,9
140,하이넷 대천휴게소(서울방향) 수소충전소,충남,9900,7041966575,9
141,보령1호 수소충전소,충남,9500,419315294,9
142,아산 초사수소충전소,충남,9900,415368870,9
143,하이넷 아산인주 수소충전소,충남,9900,7044549110,9
144,서산시 수소충전소,충남,8600,416667004,9
145,당진 H2스테이션,충남,9900,413587571,9
146,하이넷 당진정미 수소충전소,충남,9900,413568814,9
147,현대제철 H수소충전소,충남,9900,413532225,9
148,행담도휴게소(양방향) 수소충전소,충남,9900,7077775522,9
149,내포 수소충전소,충남,9900,416351248,9
150,(유)유정에너지 목포수소충전소,전남,9900,612878949,10
151,하이넷 목포연산 수소충전소,전남,9900,612766677,10
152,하이넷 SPG 여수 수소충전소,전남,9900,7050144446,10
153,하이넷 여수둔덕 수소충전소,전남,9900,616522121,10
154,코하이젠 여수주삼 수소충전소,전남,10000,616863155,10
155,하이버스 순천가곡 수소충전소,전남,11000,617517657,10
156,하이넷 광양성황 수소충전소,전남,9900,617948005,10
157,효성 광양초남 액화수소충전소,전남,11000,7041467771,10
158,하이넷 장흥정남진휴게소 수소충전소,전남,9900,7041051852,10
159,하이넷 함평천지휴게소(목포방향) 수소충전소,전남,9900,613244136,10
160,백양사휴게소(천안방향) 수소충전소,전남,9700,613930257,10
161,코하이젠 포항장흥 수소충전소,경북,11900,7051004825,7
162,하이넷 경주충효 수소충전소,경북,9900,7088884435,7
163,하이넷 김천휴게소(서울방향) 수소충전소,경북,9900,544314477,7
164,안동(춘천)휴게소 수소충전소,경북,11800,548543326,7
165,하이넷 구미옥계 수소충전소,경북,9900,7077225311,7
166,하이버스 구미선기 수소충전소,경북,11000,544557654,7
167,하이버스 구미공단 수소충전소,경북,11000,7075760498,7
168,하이넷 구미오태 수소충전소,경북,9900,544623355,7
169,하이넷 상주외답 수소충전소,경북,9900,545323600,7
170,문경(양평)수소충전소,경북,10900,545549304,7
171,성주휴게소(창원방향)수소충전소,경북,11000,1020827280,7
172,하이넷 칠곡휴게소(부산방향) 수소충전소,경북,9900,7042797796,7
173,성주휴게소(양평방향) 수소충전소,경북,11000,549330820,7
174,창원 팔룡수소충전소,경남,9400,552997716,2
175,창원 사림수소충전소,경남,9400,552757716,2
176,창원 성주수소충전소,경남,9400,552867715,2
177,중앙수소충전소,경남,9400,552751565,2
178,창원 대원수소충전소,경남,9400,552880220,2
179,코하이젠 창원성주 수소충전소,경남,11520,552753155,2
180,창원 창원터널수소충전소,경남,9400,552627716,2
181,창원 덕동수소충전소,경남,9400,552447716,2
182,창원 가포수소충전소,경남,9400,7044147766,2
183,창원 마산자유무역지역수소충전소,경남,9400,552920270,2
184,창원 죽곡수소충전소,경남,9400,555527716,2
185,내트럭(주) 신항사업소,경남,12000,7078426439,2
186,진주 수소충전소(LPG 복합),경남,9900,557411122,2
187,코하이젠 진주호탄 수소충전소,경남,12000,557613155,2
188,하이넷 통영용남 수소충전소,경남,9900,557257012,2
189,하이스테이션 통영수소충전소,경남,11220,7044153506,2
190,김해 수소충전소,경남,9900,553130860,2
191,서김해 IC 수소충전소,경남,9900,553253501,2
192,밀양시 수소충전소,경남,9900,7088431055,2
193,하이넷 거제장평 수소충전소,경남,9900,7041444747,2
194,양산시 증산수소충전소,경남,9400,553870409,2
195,석산 수소충전소,경남,9400,553722230,2
196,H함안휴게소(부산방향) 수소충전소,경남,10620,555839341,2
197,남해군 수소충전소,경남,9900,558628462,2
198,함덕 그린수소 충전소,제주,15000,647835650,17
199,하이넷 춘천휴게소(부산방향) 수소충전소,강원,9900,7077802047,6
200,춘천 동내 수소충전소,강원,9900,332626664,6
201,춘천시 삼천동 수소충전소,강원,9900,332557774,6
202,춘천 액화 수소충전소,강원,11000,332629467,6
203,하이넷 문막휴게소(강릉방향) 수소충전소,강원,9900,337340764,6
204,원주 수소충전소,강원,9900,337355567,6
205,하이버스 원주장양 수소충전소,강원,11000,337347657,6
206,하이넷 강릉시청 수소충전소,강원,9900,7077778698,6
207,동해휴게소(삼척방향) 수소충전소,강원,11000,335346648,6
208,속초 수소충전소,강원,9900,336383003,6
209,삼척 수소충전소,강원,9400,335755190,6
210,삼척 교동 수소충전복합스테이션,강원,9400,339401071,6
211,횡성수소충전소,강원,9900,333459091,6
212,평창 대관령 수소충전소,강원,9900,333334415,6
213,하이넷 내린천휴게소(양양방향) 수소충전소,강원,9900,338527000,6
214,전주삼천수소충전소,전북,11000,632269904,4
215,코하이젠 전주평화 수소충전소,전북,11000,632253155,4
216,전주 색장 수소충전소,전북,9900,632840979,4
217,하이넷 전주송천 수소충전소,전북,9900,632780109,4
218,전주 상림 수소충전소,전북,9900,1086544967,4
219,하이버스 전주전미 수소충전소,전북,11000,632547662,4
220,효성 전주호남 액화수소 충전소,전북,11000,639055060,4
221,하이넷 군산지곡 수소충전소,전북,9900,50713041145,4
222,익산2공단 수소충전소(넝쿨),전북,9700,638335641,4
223,하이버스 익산목천 수소충전소,전북,11000,638547653,4
224,H완주 수소충전소,전북,9900,632620083,4
225,덕유산(하남방향) 수소충전소,전북,9700,633534206,4
226,오수휴게소(완주방향) 수소충전소,전북,9800,636444800,4
227,부안군 수소충전소,전북,9500,635844839,4
228,부안 곰소 수소충전소,전북,9500,635815050,4
229,하이넷 광주매월 수소충전소,광주,9900,7077200747,14
230,하이넷 안성맞춤휴게소 수소충전소,경기,9900,7086566033,1
231,하이넷 경산하양 수소충전소,경북,9900,536061186,7
232,코하이젠 익산송학 수소충전소,전북,11000,638423155,4
233,김제하동 수소충전소,전북,9900,635426727,4
